"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"31/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","0.00","0.00"
"31/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"31/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"31/03/2023","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.00","0.00"
"31/03/2023","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0.00","8.87","0.00","0.00","0.00"
"31/03/2023","BOPP","11.67","7.65","10.61","10.61","11.67","11.67","1.06","10.61","11.67","1,589.00","18,543.63"
"31/03/2023","CAL","0.65","0.50","0.50","0.50","0.50","0.50","0.00","0.50","0.00","4,468.00","2,234.00"
"31/03/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.00","0.00","12.00","0.36"
"31/03/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"31/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"31/03/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.40","160.00","64.00"
"31/03/2023","EGH","6.64","5.40","5.40","5.40","5.40","5.40","0.00","4.87","5.40","371.00","2,003.40"
"31/03/2023","EGL","3.20","3.00","3.00","3.00","3.00","3.00","0.00","0.00","3.00","1.00","3.00"
"31/03/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","1,071.00","160.65"
"31/03/2023","FML","3.00","1.29","1.43","1.43","1.29","1.29","-0.14","0.00","1.50","5,881.00","7,616.17"
"31/03/2023","GCB","3.94","3.15","3.15","3.15","3.15","3.15","0.00","3.15","0.00","965.00","3,039.75"
"31/03/2023","GGBL","2.05","1.37","1.50","1.50","1.50","1.50","0.00","1.50","0.00","1,010.00","1,515.00"
"31/03/2023","GOIL","1.72","1.64","1.64","1.64","1.64","1.64","0.00","1.64","0.00","0.00","0.00"
"31/03/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"31/03/2023","MTNGH","1.30","0.82","1.22","1.22","1.25","1.25","0.03","1.30","1.40","1,189,699.00","1,487,405.15"
"31/03/2023","PBC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","1,050.00","21.00"
"31/03/2023","RBGH","0.54","0.54","0.54","0.54","0.54","0.54","0.00","0.00","0.52","11.00","5.72"
"31/03/2023","SCB","20.16","17.10","17.10","17.10","17.10","17.10","0.00","15.40","0.00","0.00","0.00"
"31/03/2023","SIC","0.31","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.28","426.00","119.28"
"31/03/2023","SOGEGH","1.00","0.62","0.62","0.62","0.62","0.62","0.00","0.00","0.66","0.00","0.00"
"31/03/2023","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"31/03/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.82","0.00","0.00","0.00"
"31/03/2023","TOTAL","6.39","4.00","6.39","6.39","6.39","6.39","0.00","6.39","0.00","0.00","0.00"
"31/03/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","162.00","1,930.23"
"31/03/2023","UNIL","4.00","2.06","3.96","3.96","4.00","4.00","0.04","3.60","3.96","25,412.00","101,648.00"
"31/03/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"31/03/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"31/03/2023","GLD","250.00","217.80","229.00","229.00","229.00","229.00","0.00","0.00","0.00","0.00","0.00"
"31/03/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"31/03/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.11","0.00","0.00"
"31/03/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"31/03/2023","IIL","0.04","0.04","0.04","0.04","0.04","0.04","0.00","0.00","0.00","0.00","0.00"
"31/03/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"31/03/2023","POP","0.68","0.68","0.68","0.68","0.68","0.68","0.00","0.00","0.68","0.00","0.00"
"30/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","0.00","0.00"
"30/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"30/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"30/03/2023","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.00","0.00"
"30/03/2023","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0.00","8.87","0.00","0.00","0.00"
"30/03/2023","BOPP","10.61","7.65","10.61","10.61","10.61","10.61","0.00","10.61","11.67","0.00","0.00"
"30/03/2023","CAL","0.65","0.50","0.50","0.50","0.50","0.50","0.00","0.50","0.00","24,734.00","12,367.00"
"30/03/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.00","0.00","0.00","0.00"
"30/03/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"30/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"30/03/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.40","3.00","1.20"
"30/03/2023","EGH","6.64","5.40","5.40","5.40","5.40","5.40","0.00","4.87","5.40","903.00","4,876.20"
"30/03/2023","EGL","3.20","3.00","3.00","3.00","3.00","3.00","0.00","0.00","3.00","0.00","0.00"
"30/03/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","326.00","48.90"
"30/03/2023","FML","3.00","1.43","1.50","1.50","1.40","1.43","-0.07","0.00","1.50","4,501.00","6,426.45"
"30/03/2023","GCB","3.94","3.15","3.15","3.15","3.15","3.15","0.00","3.15","0.00","0.00","0.00"
"30/03/2023","GGBL","2.05","1.37","1.50","1.50","1.50","1.50","0.00","1.50","0.00","0.00","0.00"
"30/03/2023","GOIL","1.72","1.64","1.64","1.64","1.64","1.64","0.00","1.66","0.00","0.00","0.00"
"30/03/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"30/03/2023","MTNGH","1.30","0.82","1.30","1.30","1.23","1.22","-0.08","1.30","1.40","32,760.00","40,212.68"
"30/03/2023","PBC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","150.00","3.00"
"30/03/2023","RBGH","0.54","0.54","0.54","0.54","0.54","0.54","0.00","0.00","0.52","0.00","0.00"
"30/03/2023","SCB","20.16","17.10","17.10","17.10","17.10","17.10","0.00","17.10","0.00","1,122.00","19,186.20"
"30/03/2023","SIC","0.31","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.28","22.00","6.16"
"30/03/2023","SOGEGH","1.00","0.62","0.62","0.62","0.62","0.62","0.00","0.00","0.62","0.00","0.00"
"30/03/2023","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"30/03/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.82","0.83","0.00","0.00"
"30/03/2023","TOTAL","6.39","4.00","6.39","6.39","6.39","6.39","0.00","6.39","6.45","0.00","0.00"
"30/03/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.00","0.00"
"30/03/2023","UNIL","3.96","2.06","3.60","3.60","3.96","3.96","0.36","3.60","3.96","2,969.00","11,757.24"
"30/03/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"30/03/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"30/03/2023","GLD","250.00","217.80","233.00","233.00","229.00","229.00","-4.00","0.00","0.00","5,303.00","1,214,387.00"
"30/03/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"30/03/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.11","0.00","0.00"
"30/03/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"30/03/2023","IIL","0.04","0.04","0.04","0.04","0.04","0.04","0.00","0.00","0.00","0.00","0.00"
"30/03/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"30/03/2023","POP","0.68","0.68","0.68","0.68","0.68","0.68","0.00","0.00","0.68","0.00","0.00"
"29/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","0.00","0.00"
"29/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"29/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"29/03/2023","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.00","0.00"
"29/03/2023","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0.00","8.87","0.00","0.00","0.00"
"29/03/2023","BOPP","10.61","7.65","10.61","10.61","10.61","10.61","0.00","10.61","11.67","206.00","2,404.02"
"29/03/2023","CAL","0.65","0.50","0.50","0.50","0.50","0.50","0.00","0.50","0.00","30,638.00","15,319.00"
"29/03/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"29/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","2,598.00","51.96"
"29/03/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.40","0.00","0.00"
"29/03/2023","EGH","6.64","5.40","5.40","5.40","5.40","5.40","0.00","4.87","5.40","7,407.00","39,997.80"
"29/03/2023","EGL","3.20","3.00","3.00","3.00","3.00","3.00","0.00","0.00","3.00","0.00","0.00"
"29/03/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","0.00","0.00"
"29/03/2023","FML","3.00","1.50","1.50","1.50","1.50","1.50","0.00","0.00","1.50","44.00","66.00"
"29/03/2023","GCB","3.94","3.15","3.15","3.15","3.15","3.15","0.00","3.15","0.00","10.00","31.50"
"29/03/2023","GGBL","2.05","1.37","1.50","1.50","1.50","1.50","0.00","1.50","0.00","0.00","0.00"
"29/03/2023","GOIL","1.72","1.64","1.64","1.64","1.64","1.64","0.00","1.64","0.00","1,400.00","2,296.00"
"29/03/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","MTNGH","1.30","0.82","1.30","1.30","1.30","1.30","0.00","1.30","1.40","1,947.00","2,531.10"
"29/03/2023","PBC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","500.00","10.00"
"29/03/2023","RBGH","0.54","0.54","0.54","0.54","0.54","0.54","0.00","0.00","0.52","1.00","0.52"
"29/03/2023","SCB","20.16","17.10","17.10","17.10","17.10","17.10","0.00","17.10","0.00","0.00","0.00"
"29/03/2023","SIC","0.31","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.28","582.00","162.96"
"29/03/2023","SOGEGH","1.00","0.62","0.62","0.62","0.62","0.62","0.00","0.00","0.62","3,111.00","1,928.82"
"29/03/2023","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.82","0.83","0.00","0.00"
"29/03/2023","TOTAL","6.39","4.00","6.39","6.39","6.39","6.39","0.00","6.39","6.45","0.00","0.00"
"29/03/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","1.00","11.92"
"29/03/2023","UNIL","3.88","2.06","3.60","3.60","3.60","3.60","0.00","3.60","3.96","0.00","0.00"
"29/03/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"29/03/2023","GLD","250.00","217.80","233.00","233.00","233.00","233.00","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"29/03/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.11","0.00","0.00"
"29/03/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","IIL","0.04","0.04","0.04","0.04","0.04","0.04","0.00","0.00","0.00","0.00","0.00"
"29/03/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"29/03/2023","POP","0.68","0.68","0.68","0.68","0.68","0.68","0.00","0.00","0.68","0.00","0.00"
"28/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","101.00","404.00"
"28/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"28/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"28/03/2023","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.00","0.00"
"28/03/2023","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0.00","8.87","0.00","0.00","0.00"
"28/03/2023","BOPP","10.61","7.65","10.61","10.61","10.61","10.61","0.00","10.61","11.67","0.00","0.00"
"28/03/2023","CAL","0.65","0.50","0.50","0.50","0.50","0.50","0.00","0.46","0.50","24,699.00","12,349.50"
"28/03/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"28/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","602.00","12.04"
"28/03/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.40","6.00","2.40"
"28/03/2023","EGH","6.64","5.40","5.40","5.40","5.40","5.40","0.00","4.87","5.40","0.00","0.00"
"28/03/2023","EGL","3.20","3.00","3.00","3.00","3.00","3.00","0.00","0.00","3.00","20.00","60.00"
"28/03/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","1,226.00","183.90"
"28/03/2023","FML","3.00","1.50","1.50","1.50","1.50","1.50","0.00","0.00","1.50","100.00","150.00"
"28/03/2023","GCB","3.94","3.15","3.15","3.15","3.15","3.15","0.00","3.15","0.00","0.00","0.00"
"28/03/2023","GGBL","2.05","1.37","1.50","1.50","1.50","1.50","0.00","1.50","0.00","0.00","0.00"
"28/03/2023","GOIL","1.72","1.64","1.64","1.64","1.64","1.64","0.00","1.64","0.00","0.00","0.00"
"28/03/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","MTNGH","1.30","0.82","1.30","1.30","1.30","1.30","0.00","1.20","1.30","912,656.00","1,186,452.80"
"28/03/2023","PBC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"28/03/2023","RBGH","0.54","0.54","0.54","0.54","0.54","0.54","0.00","0.00","0.52","0.00","0.00"
"28/03/2023","SCB","20.16","17.10","17.10","17.10","17.10","17.10","0.00","17.10","0.00","0.00","0.00"
"28/03/2023","SIC","0.31","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.28","413.00","115.64"
"28/03/2023","SOGEGH","1.00","0.62","0.66","0.66","0.62","0.62","-0.04","0.00","0.62","67,684.00","42,000.28"
"28/03/2023","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","TBL","0.82","0.80","0.80","0.80","0.82","0.82","0.02","0.82","0.83","3,800.00","3,116.00"
"28/03/2023","TOTAL","6.39","4.00","6.39","6.39","6.39","6.39","0.00","6.39","6.45","24,785.00","158,376.15"
"28/03/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","1.00","11.92"
"28/03/2023","UNIL","3.88","2.06","3.60","3.60","3.60","3.60","0.00","3.60","3.96","0.00","0.00"
"28/03/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"28/03/2023","GLD","250.00","217.80","233.00","233.00","233.00","233.00","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"28/03/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.11","0.00","0.00"
"28/03/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","IIL","0.04","0.04","0.04","0.04","0.04","0.04","0.00","0.00","0.00","0.00","0.00"
"28/03/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"28/03/2023","POP","0.68","0.68","0.68","0.68","0.68","0.68","0.00","0.00","0.68","0.00","0.00"
"27/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","0.00","0.00"
"27/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"27/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"27/03/2023","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.00","0.00"
"27/03/2023","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0.00","8.87","0.00","0.00","0.00"
"27/03/2023","BOPP","10.61","7.65","10.61","10.61","10.61","10.61","0.00","10.61","11.67","0.00","0.00"
"27/03/2023","CAL","0.65","0.50","0.50","0.50","0.50","0.50","0.00","0.50","0.55","0.00","0.00"
"27/03/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.00","0.00","0.00","0.00"
"27/03/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"27/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"27/03/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.40","0.00","0.00"
"27/03/2023","EGH","6.64","5.40","5.40","5.40","5.40","5.40","0.00","4.87","5.40","0.00","0.00"
"27/03/2023","EGL","3.20","3.00","3.00","3.00","3.00","3.00","0.00","0.00","3.00","4.00","12.00"
"27/03/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","200.00","30.00"
"27/03/2023","FML","3.00","1.50","1.50","1.50","1.50","1.50","0.00","0.00","1.50","1,230.00","1,845.00"
"27/03/2023","GCB","3.94","3.15","3.15","3.15","3.15","3.15","0.00","3.15","0.00","0.00","0.00"
"27/03/2023","GGBL","2.05","1.37","1.50","1.50","1.50","1.50","0.00","1.50","0.00","335.00","502.50"
"27/03/2023","GOIL","1.72","1.64","1.64","1.64","1.64","1.64","0.00","1.66","0.00","60.00","99.60"
"27/03/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","0.00","0.00","0.00"
"27/03/2023","MTNGH","1.30","0.82","1.30","1.30","1.30","1.30","0.00","1.20","1.43","607,703.00","790,013.90"
"27/03/2023","PBC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"27/03/2023","RBGH","0.54","0.54","0.54","0.54","0.54","0.54","0.00","0.00","0.52","0.00","0.00"
"27/03/2023","SCB","20.16","17.10","17.10","17.10","17.10","17.10","0.00","17.10","0.00","0.00","0.00"
"27/03/2023","SIC","0.31","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.28","1,840.00","515.20"
"27/03/2023","SOGEGH","1.00","0.66","0.66","0.66","0.66","0.66","0.00","0.62","0.66","5.00","3.30"
"27/03/2023","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"27/03/2023","TBL","0.80","0.80","0.80","0.80","0.80","0.80","0.00","0.82","0.85","0.00","0.00"
"27/03/2023","TOTAL","6.39","4.00","6.39","6.39","6.39","6.39","0.00","6.39","0.00","408.00","2,607.12"
"27/03/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.00","0.00"
"27/03/2023","UNIL","3.88","2.06","3.60","3.60","3.60","3.60","0.00","3.60","3.96","0.00","0.00"
"27/03/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"27/03/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"27/03/2023","GLD","250.00","217.80","234.07","234.07","233.00","233.00","-1.07","0.00","0.00","8,136.00","1,895,688.00"
"27/03/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"27/03/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.11","0.00","0.00"
"27/03/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"27/03/2023","IIL","0.04","0.04","0.04","0.04","0.04","0.04","0.00","0.00","0.00","0.00","0.00"
"27/03/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"27/03/2023","POP","0.68","0.68","0.68","0.68","0.68","0.68","0.00","0.00","0.68","0.00","0.00"
"24/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","0.00","0.00"
"24/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"24/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"24/03/2023","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.00","0.00"
"24/03/2023","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0.00","8.87","0.00","0.00","0.00"
"24/03/2023","BOPP","10.61","7.65","10.61","10.61","10.61","10.61","0.00","10.61","11.67","0.00","0.00"
"24/03/2023","CAL","0.65","0.50","0.50","0.50","0.50","0.50","0.00","0.50","0.00","0.00","0.00"
"24/03/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.02","0.03","475.00","14.25"
"24/03/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"24/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","10,405.00","208.10"
"24/03/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.40","0.00","0.00"
"24/03/2023","EGH","6.64","5.40","5.40","5.40","5.40","5.40","0.00","4.87","5.40","2.00","10.80"
"24/03/2023","EGL","3.20","3.00","3.00","3.00","3.00","3.00","0.00","0.00","3.00","0.00","0.00"
"24/03/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","71.00","10.65"
"24/03/2023","FML","3.00","1.50","1.50","1.50","1.50","1.50","0.00","0.00","1.50","85.00","127.50"
"24/03/2023","GCB","3.94","3.15","3.15","3.15","3.15","3.15","0.00","3.15","0.00","0.00","0.00"
"24/03/2023","GGBL","2.05","1.37","1.50","1.50","1.50","1.50","0.00","1.50","0.00","0.00","0.00"
"24/03/2023","GOIL","1.72","1.64","1.64","1.64","1.64","1.64","0.00","1.64","0.00","0.00","0.00"
"24/03/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"24/03/2023","MTNGH","1.30","0.82","1.30","1.30","1.30","1.30","0.00","1.20","1.30","159,785,010.00","142,993,514.42"
"24/03/2023","PBC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"24/03/2023","RBGH","0.54","0.54","0.54","0.54","0.54","0.54","0.00","0.00","0.52","0.00","0.00"
"24/03/2023","SCB","20.16","17.10","17.10","17.10","17.10","17.10","0.00","17.10","0.00","0.00","0.00"
"24/03/2023","SIC","0.31","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.28","1.00","0.28"
"24/03/2023","SOGEGH","1.00","0.66","0.66","0.66","0.66","0.66","0.00","0.62","0.66","69.00","45.54"
"24/03/2023","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"24/03/2023","TBL","0.80","0.80","0.80","0.80","0.80","0.80","0.00","0.80","0.85","0.00","0.00"
"24/03/2023","TOTAL","6.39","4.00","6.38","6.38","6.39","6.39","0.01","6.38","0.00","1,800.00","11,502.00"
"24/03/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.00","0.00"
"24/03/2023","UNIL","3.88","2.06","3.60","3.60","3.60","3.60","0.00","3.60","3.96","0.00","0.00"
"24/03/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"24/03/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","100.00","90.00"
"24/03/2023","GLD","250.00","217.80","234.07","234.07","234.07","234.07","0.00","0.00","0.00","0.00","0.00"
"24/03/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"24/03/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.11","0.00","0.00"
"24/03/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"24/03/2023","IIL","0.04","0.04","0.04","0.04","0.04","0.04","0.00","0.00","0.00","0.00","0.00"
"24/03/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"24/03/2023","POP","0.68","0.68","0.68","0.68","0.68","0.68","0.00","0.00","0.68","0.00","0.00"
"23/03/2023","ACCESS","4.01","4.00","4.00","4.00","4.00","4.00","0.00","0.00","4.00","0.00","0.00"
"23/03/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.00","0.00"
"23/03/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
