"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"31/12/2009","SIC","0.50","0.20","0.27","0.27","0.00","0.27","0","","0.27","0.00",""
"31/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"31/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"31/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","1.33","0.00",""
"31/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","0.00",""
"31/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.09","0.00",""
"31/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"31/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","","0.21","8,100.00",""
"30/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","0.00",""
"30/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","0.10","2,000.00",""
"30/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"30/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"30/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"30/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","0.12","0.13","0.00",""
"30/12/2009","BOPP","1.00","0.48","0.48","0.48","0.00","0.48","0","0.45","0.48","0.00",""
"30/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","","0.20","200.00",""
"30/12/2009","CFAO","0.05","0.03","0.03","0.03","0.00","0.03","0","0.02","","0.00",""
"30/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.07","0.00",""
"30/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"30/12/2009","CPC","0.05","0.03","0.03","0.03","0.00","0.03","0","","0.03","10,000.00",""
"30/12/2009","CPL","","","","","0.00","","","","","",""
"30/12/2009","EBG","3.13","1.97","2.80","2.80","0.00","2.80","0","","2.80","0.00",""
"30/12/2009","EIC","3.14","2.20","2.20","2.20","0.00","2.20","0","","2.20","0.00",""
"30/12/2009","ETI","0.45","0.12","0.14","0.14","0.00","0.14","0","0.14","0.15","7,300.00",""
"30/12/2009","FML","5.55","2.50","5.55","5.55","0.00","5.55","0","","","3,600.00",""
"30/12/2009","GCB","1.10","0.48","0.71","0.71","0.00","0.71","0","0.69","0.74","4,300.00",""
"30/12/2009","GGBL","2.00","1.25","1.35","1.35","0.00","1.35","0","1.35","","0.00",""
"30/12/2009","GOIL","0.32","0.14","0.15","0.15","0.00","0.17","0.02","0.15","0.17","3,700.00",""
"30/12/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"30/12/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"30/12/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"30/12/2009","MLC","0.21","0.20","0.20","0.20","0.00","0.20","0","","0.20","0.00",""
"30/12/2009","PBC","0.21","0.19","0.19","0.19","0.00","0.19","0","","0.18","0.00",""
"30/12/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"30/12/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"30/12/2009","SCB","38.00","29.00","30.00","30.00","0.00","30.00","0","30.00","","0.00",""
"30/12/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","0.00","0.52","0.00",""
"30/12/2009","SG-SSB","0.68","0.34","0.45","0.45","0.00","0.45","0","","0.45","0.00",""
"30/12/2009","SIC","0.50","0.20","0.27","0.27","0.00","0.27","0","","0.27","600.00",""
"30/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"30/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","1.33","0.00",""
"30/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"30/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","100.00",""
"30/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.09","0.00",""
"30/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"30/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","0.21","","24,100.00",""
"29/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","0.00",""
"29/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"29/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"29/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"29/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"29/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","0.12","0.13","0.00",""
"29/12/2009","BOPP","1.00","0.48","0.48","0.48","0.00","0.48","0","0.45","0.48","0.00",""
"29/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","","0.20","400.00",""
"29/12/2009","CFAO","0.05","0.03","0.04","0.04","0.00","0.03","-0.01","0.03","","12,000.00",""
"29/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.07","0.00",""
"29/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"29/12/2009","CPC","0.05","0.03","0.03","0.03","0.00","0.03","0","","0.03","0.00",""
"29/12/2009","CPL","","","","","0.00","","","","","",""
"29/12/2009","EBG","3.13","1.97","2.80","2.80","0.00","2.80","0","","2.80","0.00",""
"29/12/2009","EIC","3.14","2.20","2.20","2.20","0.00","2.20","0","","2.20","0.00",""
"29/12/2009","ETI","0.45","0.12","0.14","0.14","0.00","0.14","0","0.12","0.14","6,000.00",""
"29/12/2009","FML","5.55","2.50","5.55","5.55","0.00","5.55","0","5.55","","7,700.00",""
"29/12/2009","GCB","1.10","0.48","0.71","0.71","0.00","0.71","0","0.70","0.74","11,900.00",""
"29/12/2009","GGBL","2.00","1.25","1.35","1.35","0.00","1.35","0","1.35","","100.00",""
"29/12/2009","GOIL","0.32","0.14","0.14","0.14","0.00","0.15","0.01","0.14","0.15","13,000.00",""
"29/12/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"29/12/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"29/12/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.58","0.00",""
"29/12/2009","MLC","0.21","0.20","0.20","0.20","0.00","0.20","0","","0.20","0.00",""
"29/12/2009","PBC","0.21","0.19","0.19","0.19","0.00","0.19","0","","0.18","0.00",""
"29/12/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"29/12/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"29/12/2009","SCB","38.00","29.00","30.00","30.00","0.00","30.00","0","30.00","","100.00",""
"29/12/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"29/12/2009","SG-SSB","0.68","0.34","0.45","0.45","0.00","0.45","0","","0.45","0.00",""
"29/12/2009","SIC","0.50","0.20","0.26","0.26","0.00","0.27","0.01","","","11,000.00",""
"29/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"29/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"29/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","1.33","0.00",""
"29/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","0.00",""
"29/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.09","0.00",""
"29/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"29/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","0.20","0.21","2,200.00",""
"24/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","0.00",""
"24/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"24/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"24/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"24/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"24/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","","0.13","7,300.00",""
"24/12/2009","BOPP","1.00","0.48","0.48","0.48","0.00","0.48","0","0.45","0.48","0.00",""
"24/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","","0.20","100.00",""
"24/12/2009","CFAO","0.05","0.03","0.04","0.04","0.00","0.04","0","","","0.00",""
"24/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.08","0.00",""
"24/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"24/12/2009","CPC","0.05","0.03","0.03","0.03","0.00","0.03","0","","0.03","2,200.00",""
"24/12/2009","CPL","","","","","0.00","","","","","",""
"24/12/2009","EBG","3.13","1.97","2.80","2.80","0.00","2.80","0","","2.80","9,200.00",""
"24/12/2009","EIC","3.14","2.20","2.20","2.20","0.00","2.20","0","","2.20","0.00",""
"24/12/2009","ETI","0.45","0.12","0.14","0.14","0.00","0.14","0","0.12","0.15","23,100.00",""
"24/12/2009","FML","5.55","2.50","5.55","5.55","0.00","5.55","0","","5.55","0.00",""
"24/12/2009","GCB","1.10","0.48","0.71","0.71","0.00","0.71","0","0.70","","35,400.00",""
"24/12/2009","GGBL","2.00","1.25","1.35","1.35","0.00","1.35","0","1.35","","22,900.00",""
"24/12/2009","GOIL","0.32","0.14","0.14","0.14","0.00","0.14","0","","0.14","38,600.00",""
"24/12/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"24/12/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"24/12/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.58","0.00",""
"24/12/2009","MLC","0.21","0.20","0.20","0.20","0.00","0.20","0","","0.20","0.00",""
"24/12/2009","PBC","0.21","0.19","0.19","0.19","0.00","0.19","0","","0.18","0.00",""
"24/12/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","0.07","0.00",""
"24/12/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"24/12/2009","SCB","38.00","29.00","30.00","30.00","0.00","30.00","0","30.00","","400.00",""
"24/12/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"24/12/2009","SG-SSB","0.68","0.34","0.44","0.44","0.00","0.45","0.01","","0.45","400.00",""
"24/12/2009","SIC","0.50","0.20","0.27","0.27","0.00","0.26","-0.01","","0.26","12,100.00",""
"24/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.04","0.00",""
"24/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"24/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","1.33","0.00",""
"24/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","0.00",""
"24/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.09","0.00",""
"24/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"24/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","0.20","0.21","0.00",""
"23/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","0.00",""
"23/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"23/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"23/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"23/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"23/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","0.13","","4,500.00",""
"23/12/2009","BOPP","1.00","0.48","0.48","0.48","0.00","0.48","0","0.45","0.48","0.00",""
"23/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","","0.20","200.00",""
"23/12/2009","CFAO","0.05","0.03","0.04","0.04","0.00","0.04","0","","","0.00",""
"23/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.08","0.00",""
"23/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"23/12/2009","CPC","0.05","0.03","0.03","0.03","0.00","0.03","0","","0.03","100,000.00",""
"23/12/2009","CPL","","","","","0.00","","","","","",""
"23/12/2009","EBG","3.13","1.97","2.80","2.80","0.00","2.80","0","","2.75","1,300.00",""
"23/12/2009","EIC","3.14","2.20","2.20","2.20","0.00","2.20","0","","2.20","0.00",""
"23/12/2009","ETI","0.45","0.12","0.14","0.14","0.00","0.14","0","","","16,700.00",""
"23/12/2009","FML","5.55","2.50","5.55","5.55","0.00","5.55","0","5.10","5.55","0.00",""
"23/12/2009","GCB","1.10","0.48","0.71","0.71","0.00","0.71","0","0.71","","4,500.00",""
"23/12/2009","GGBL","2.00","1.25","1.35","1.35","0.00","1.35","0","","1.35","400.00",""
"23/12/2009","GOIL","0.32","0.14","0.16","0.16","0.00","0.14","-0.02","0.14","0.16","70,700.00",""
"23/12/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"23/12/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"23/12/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.58","0.00",""
"23/12/2009","MLC","0.21","0.20","0.20","0.20","0.00","0.20","0","","0.20","0.00",""
"23/12/2009","PBC","0.21","0.19","0.19","0.19","0.00","0.19","0","","0.19","0.00",""
"23/12/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"23/12/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"23/12/2009","SCB","38.00","29.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"23/12/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"23/12/2009","SG-SSB","0.68","0.34","0.45","0.45","0.00","0.44","-0.01","","0.45","800.00",""
"23/12/2009","SIC","0.50","0.20","0.27","0.27","0.00","0.27","0","","0.27","6,700.00",""
"23/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.04","0.00",""
"23/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","0.03","0.00",""
"23/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","1.33","0.00",""
"23/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","0.00",""
"23/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.09","0.00",""
"23/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"23/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","","0.21","500.00",""
"22/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","0.00",""
"22/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"22/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"22/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"22/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"22/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","0.13","0.14","21,000.00",""
"22/12/2009","BOPP","1.00","0.48","0.48","0.48","0.00","0.48","0","0.48","","1,000.00",""
"22/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","","0.20","3,500.00",""
"22/12/2009","CFAO","0.05","0.03","0.04","0.04","0.00","0.04","0","","","0.00",""
"22/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.08","0.00",""
"22/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"22/12/2009","CPC","0.05","0.03","0.03","0.03","0.00","0.03","0","","0.03","21,100.00",""
"22/12/2009","CPL","","","","","0.00","","","","","",""
"22/12/2009","EBG","3.13","1.97","2.80","2.80","0.00","2.80","0","","2.80","100.00",""
"22/12/2009","EIC","3.14","2.20","2.20","2.20","0.00","2.20","0","","2.20","0.00",""
"22/12/2009","ETI","0.45","0.12","0.13","0.13","0.00","0.14","0.01","0.13","0.14","53,300.00",""
"22/12/2009","FML","5.55","2.50","5.55","5.55","0.00","5.55","0","","5.55","100.00",""
"22/12/2009","GCB","1.10","0.48","0.71","0.71","0.00","0.71","0","0.71","0.74","506,600.00",""
"22/12/2009","GGBL","2.00","1.25","1.35","1.35","0.00","1.35","0","","1.35","0.00",""
"22/12/2009","GOIL","0.32","0.14","0.16","0.16","0.00","0.16","0","0.14","0.16","900.00",""
"22/12/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"22/12/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"22/12/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.58","0.00",""
"22/12/2009","MLC","0.21","0.20","0.20","0.20","0.00","0.20","0","","0.20","0.00",""
"22/12/2009","PBC","0.21","0.19","0.19","0.19","0.00","0.19","0","","0.18","0.00",""
"22/12/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"22/12/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"22/12/2009","SCB","38.00","29.00","30.00","30.00","0.00","30.00","0","30.00","","0.00",""
"22/12/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"22/12/2009","SG-SSB","0.68","0.34","0.45","0.45","0.00","0.45","0","","0.45","3,200.00",""
"22/12/2009","SIC","0.50","0.20","0.27","0.27","0.00","0.27","0","0.27","0.29","7,600.00",""
"22/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"22/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"22/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","1.33","0.00",""
"22/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","0.00",""
"22/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.10","0.00",""
"22/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"22/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","0.20","0.21","9,600.00",""
"21/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","0.00",""
"21/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"21/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"21/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"21/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"21/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","0.13","","34,000.00",""
"21/12/2009","BOPP","1.00","0.48","0.48","0.48","0.00","0.48","0","0.48","","0.00",""
"21/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","0.18","0.19","4,400.00",""
"21/12/2009","CFAO","0.05","0.03","0.04","0.04","0.00","0.04","0","","","0.00",""
"21/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"21/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"21/12/2009","CPC","0.05","0.03","0.03","0.03","0.00","0.03","0","","0.03","0.00",""
"21/12/2009","CPL","","","","","0.00","","","","","",""
"21/12/2009","EBG","3.13","1.97","2.90","2.90","0.00","2.80","-0.1","","2.80","1,000.00",""
"21/12/2009","EIC","3.14","2.20","2.20","2.20","0.00","2.20","0","","2.20","0.00",""
"21/12/2009","ETI","0.45","0.12","0.13","0.13","0.00","0.13","0","0.13","0.14","140,900.00",""
"21/12/2009","FML","5.55","2.50","5.55","5.55","0.00","5.55","0","","5.50","0.00",""
"21/12/2009","GCB","1.10","0.48","0.70","0.70","0.00","0.71","0.01","0.71","0.74","1,100.00",""
"21/12/2009","GGBL","2.00","1.25","1.35","1.35","0.00","1.35","0","","1.35","0.00",""
"21/12/2009","GOIL","0.32","0.14","0.16","0.16","0.00","0.16","0","0.14","0.16","0.00",""
"21/12/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"21/12/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"21/12/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.58","0.00",""
"21/12/2009","MLC","0.21","0.20","0.20","0.20","0.00","0.20","0","","0.20","0.00",""
"21/12/2009","PBC","0.21","0.19","0.19","0.19","0.00","0.19","0","","0.18","0.00",""
"21/12/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"21/12/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"21/12/2009","SCB","38.00","29.00","30.00","30.00","0.00","30.00","0","30.00","0.00","200.00",""
"21/12/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"21/12/2009","SG-SSB","0.68","0.34","0.45","0.45","0.00","0.45","0","","0.45","5,200.00",""
"21/12/2009","SIC","0.50","0.20","0.26","0.26","0.00","0.27","0.01","0.27","0.29","45,400.00",""
"21/12/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.04","0.00",""
"21/12/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","0.03","0.00",""
"21/12/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","1.33","0.00",""
"21/12/2009","TOTAL","7.60","6.80","6.80","6.80","0.00","6.80","0","","6.80","0.00",""
"21/12/2009","TRANSOL","0.11","0.09","0.09","0.09","0.00","0.09","0","","0.09","0.00",""
"21/12/2009","UNIL","4.00","3.40","3.40","3.40","0.00","3.40","0","","3.40","0.00",""
"21/12/2009","UTF","0.33","0.17","0.21","0.21","0.00","0.21","0","","0.21","311,000.00",""
"18/12/2009","AADS","0.35","0.30","0.30","0.31","0.00","0.30","0","","","200.00",""
"18/12/2009","ABL","0.12","0.10","0.10","0.10","0.00","0.10","0","","0.10","0.00",""
"18/12/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"18/12/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"18/12/2009","ALW","0.61","0.44","0.44","0.44","0.00","0.44","0","","0.44","0.00",""
"18/12/2009","AYRTN","0.16","0.12","0.13","0.13","0.00","0.13","0","0.12","0.13","29,600.00",""
"18/12/2009","BOPP","1.00","0.48","0.45","0.45","0.00","0.48","0.03","0.48","","600,200.00",""
"18/12/2009","CAL","0.60","0.20","0.20","0.20","0.00","0.20","0","","0.20","7,100.00",""
"18/12/2009","CFAO","0.05","0.03","0.04","0.04","0.00","0.04","0","","","0.00",""
"18/12/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.08","0.00",""
"18/12/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
